"","X","Station","Date","Temp","Sal","Score"
"1",10,"WJ018.00","28-Jun-10",20.01,16.02,1700
"2",63,"WJ018.00","3-Jan-95",-1.05,31,1100
"3",74,"WJ016.00","27-May-14",12,28,1080
"4",78,"WJ024.00","26-May-15",14,30,1000
"5",82,"WJ016.00","27-Sep-16",24,32,920
"6",83,"WJ018.20","28-Jun-10",20,22,920
"7",85,"WJ017.50","15-Jun-09",15,22.02,840
"8",111,"WJ018.00","2-Aug-06",30.3,1.5,460
"9",143,"WJ018.00","29-Nov-94",1,12.01,460
"10",174,"WJ017.80","15-Jun-09",15,24,280
"11",175,"WJ018.20","15-Jun-09",15,26,280
"12",177,"WJ019.00","22-Aug-16",25,30.3,240
"13",183,"WJ024.00","12-Jul-06",23.05,30,240
"14",188,"WJ018.00","29-Nov-05",5,26,240
"15",208,"WJ024.00","6-Aug-03",18,30.45,240
"16",213,"WJ018.00","13-Jun-02",15,20,240
"17",276,"WJ018.00","8-Jan-95",0,5,240
"18",278,"WJ018.00","28-Dec-94",2,32,240
"19",289,"WJ024.00","28-Jul-92",20,32,240
"20",290,"WJ019.00","9-Jun-92",16,31,240
"21",294,"WJ022.00","23-May-91",9,31,240
"22",309,"WJ018.90","22-Aug-16",21,30,200
"23",326,"WJ018.00","12-Jul-06",26,26,150
"24",344,"WJ018.00","5-Nov-92",12,30,150
"26",358,"WJ018.90","15-Jun-09",15,28,140
"27",363,"WJ019.00","17-Nov-08",7,25,134
"28",367,"WJ018.60","15-Jun-09",15,28,126
"29",371,"WJ018.60","17-Nov-08",6,22,122
"30",374,"WJ018.00","15-Jun-09",15,26,120
"31",378,"WJ018.20","16-May-11",10,26,116
"32",395,"WJ016.00","6-Jan-14",0,31,100
"33",400,"WJ018.90","17-Nov-08",7,26,100
"34",412,"WJ016.00","29-Jun-16",20,30,94
"35",415,"WJ016.00","29-May-14",13,28,94
"36",416,"WJ018.20","17-Nov-08",7,26,94
"37",551,"WJ018.00","23-Jan-96",0,9,93
"38",569,"WJ018.00","17-Jan-95",1,17,93
"39",571,"WJ019.00","3-Jan-95",-2,31,93
"40",572,"WJ021.00","29-Nov-94",3,28,93
"41",573,"WJ024.00","29-Nov-94",3,32,93
"42",584,"WJ016.00","27-Dec-93",0,31,93
"43",598,"WJ021.00","9-Jun-92",15,30,93
"44",612,"WJ018.90","22-May-13",11,28,90
"45",614,"WJ018.60","22-Aug-16",25,30,88
"46",623,"WJ017.80","22-Aug-16",25,30,84
"47",628,"WJ018.20","26-May-15",16,30,82
"48",646,"WJ017.50","5-Dec-07",0,30,76
"49",685,"WJ017.80","18-Jul-17",19,32,68
"50",690,"WJ019.00","15-Dec-15",8,30,66
"51",702,"WJ017.80","1-Sep-09",20,28,64
"52",710,"WJ017.80","16-May-11",10,26,62
"53",712,"WJ018.00","8-Jun-10",15,25,62
"54",729,"WJ018.60","17-Oct-11",13,26,56
"55",730,"WJ017.50","16-May-11",10,26,56
"56",732,"WJ017.80","17-Nov-08",7,28,56
"57",742,"WJ018.00","17-May-17",19,26,52
"58",764,"WJ018.00","17-Nov-08",7,26,50
"59",769,"WJ018.20","22-Aug-16",23,30,48
"60",792,"WJ017.00","5-Jan-09",2,32,44
"61",796,"WJ019.00","12-Jul-06",26,28,43
"62",800,"WJ019.00","26-Apr-06",6,32,43
"63",806,"WJ016.00","29-Nov-05",5,30,43
"64",813,"WJ024.00","16-Aug-05",18,30,43
"65",823,"WJ024.00","13-Oct-04",12,30,43
"66",835,"WJ019.00","6-Aug-03",18,30,43
"67",836,"WJ021.00","6-Aug-03",18,30,43
"68",839,"WJ018.00","23-Jul-03",20,31,43
"69",852,"WJ016.00","13-Jun-02",14,31,43
"75",1000,"WJ018.00","24-Sep-96",14,32,43
"76",1019,"WJ018.00","19-May-96",13,25,43
"77",1021,"WJ016.00","19-Dec-95",0,33,43
"80",1026,"WJ018.00","13-Nov-95",6,22,43
"81",1038,"WJ018.00","19-Jul-95",17,29,43
"82",1045,"WJ024.00","18-Jun-95",20,31,43
"83",1053,"WJ019.00","8-Jan-95",-1,29,43
"84",1054,"WJ017.00","28-Dec-94",1,32,43
"85",1061,"WJ019.00","28-Sep-94",15,31,43
"86",1076,"WJ024.00","22-Aug-93",19,32,43
"87",1101,"WJ022.00","9-Jun-92",15,30,43
"88",1135,"WJ018.00","31-Aug-09",20,20,42
"89",1172,"WJ018.90","21-Sep-16",23,32,36
"90",1181,"WJ017.50","28-Jun-10",20,28,36
"91",1188,"WJ018.00","16-May-11",10,27,35
"92",1189,"WJ017.80","14-Jul-10",23,30,35
"93",1196,"WJ018.00","18-Jul-17",20,32,33
"94",1203,"WJ017.80","5-Dec-07",-6,30,33
"95",1208,"WJ018.60","9-Mar-08",2,22,32
"96",1212,"WJ017.80","15-Dec-15",6,30,31
"97",1231,"WJ016.00","19-Jun-16",21,30,29
"98",1234,"WJ018.20","22-May-13",11,28,29
"99",1235,"WJ018.60","1-Aug-12",20,28,29
"100",1236,"WJ018.20","17-Oct-11",13,28,29
"101",1247,"WJ024.00","22-Aug-16",22,30,28
"102",1248,"WJ018.00","17-Oct-11",13,26,28
"103",1252,"WJ018.00","9-Mar-08",2,24,28
"104",1277,"WJ018.60","18-Jul-17",19,32,25
"105",1278,"WJ017.80","27-Sep-16",24,32,25
"106",1289,"WJ017.50","17-Nov-08",8,27,25
"107",1290,"WJ017.00","6-Jun-07",18,28,25
"108",1302,"WJ017.00","29-Dec-15",1,29,24
"109",1304,"WJ019.00","14-Apr-15",5,26,24
"110",1312,"WJ016.00","18-Apr-14",3,26,24
"111",1320,"WJ018.90","17-Oct-11",12,28,24
"112",1323,"WJ018.00","29-Jun-10",22,25,24
"113",1327,"WJ017.00","15-Jun-09",15,28,24
"114",1330,"WJ017.00","17-Nov-08",9,28,24
"115",1378,"WJ018.00","6-Aug-03",18,31,23
"117",1406,"WJ021.00","27-Jun-02",16,29,23
"118",1409,"WJ024.00","13-Jun-02",14,32,23
"119",1466,"WJ018.00","23-Aug-00",17,30,23
"122",1613,"WJ018.00","11-Dec-95",-1,29,23
"123",1647,"WJ016.00","28-Dec-94",2,32,23
"124",1653,"WJ018.00","25-Sep-94",15,31,23
"125",1660,"WJ016.00","26-Jul-94",22,31,23
"126",1675,"WJ024.00","22-May-94",11,32,23
"127",1688,"WJ017.00","27-Dec-93",-1,30,23
"128",1700,"WJ022.00","18-Aug-93",19,32,23
"129",1702,"WJ024.00","18-Aug-93",20,31,23
"130",1713,"WJ019.00","21-Mar-93",1,32,23
"131",1714,"WJ021.00","21-Mar-93",1,31,23
"134",1759,"WJ024.00","1-Oct-90",12,32,23
"135",1807,"WJ016.00","17-Nov-08",8,28,22
"136",1812,"WJ018.60","25-Jul-07",18,31,22
"137",1854,"WJ017.80","5-Jan-09",0,32,20
"138",1856,"WJ018.90","9-Mar-08",2,20,20
"139",1858,"WJ017.00","13-Nov-07",5,30,20
"140",1879,"WJ016.00","20-Nov-17",6,30,18
"141",1885,"WJ018.00","15-Dec-15",6,30,18
"142",1889,"WJ018.90","5-Aug-14",19,30,18
"143",1890,"WJ019.00","5-Aug-14",19,30,18
"144",1897,"WJ017.00","19-Feb-13",-1,30,18
"145",1911,"WJ018.20","21-Mar-11",3,27,18
"146",1914,"WJ018.00","14-Jul-10",22,30,18
"147",1949,"WJ018.60","22-May-13",11,28,16
"148",1961,"WJ016.00","4-Apr-11",4,28,16
"149",1963,"WJ018.00","9-Nov-10",10,30,16
"150",1968,"WJ018.00","14-Oct-09",10,30,16
"151",1970,"WJ018.00","5-Oct-09",14,29,16
"152",1973,"WJ017.50","9-Dec-08",0,30,16
"153",1976,"WJ019.00","9-Mar-08",1,25,16
"154",1984,"WJ017.80","17-May-17",20,26,15
"155",1985,"WJ018.00","22-Aug-16",25,30,15
"156",1993,"WJ018.20","6-Oct-14",13,32,15
"157",1996,"WJ019.00","22-May-13",12,28,15
"158",2000,"WJ019.00","17-Oct-11",12,28,15
"159",2003,"WJ018.60","31-Aug-09",20,28,15
"160",2005,"WJ018.00","3-Aug-09",21,27,15
"161",2007,"WJ024.00","17-Nov-08",6,28,15
"162",2015,"WJ024.00","10-May-06",10,30,15
"163",2029,"WJ016.00","22-Dec-03",0,30,15
"164",2043,"WJ018.00","2-Oct-02",16,30,15
"165",2055,"WJ024.00","12-Sep-01",16,31,15
"167",2097,"WJ018.00","7-Oct-96",10,32,15
"168",2116,"WJ018.00","30-Sep-94",14,28,15
"169",2137,"WJ019.00","5-Nov-92",10,33,15
"170",2138,"WJ021.00","5-Nov-92",11,32,15
"171",2141,"WJ019.00","20-Feb-92",0,32,15
"172",2143,"WJ017.00","28-Jan-92",0,32,15
"173",2145,"WJ018.00","1-Oct-90",13,33,15
"175",2164,"WJ017.50","19-Feb-13",-2,31,14
"176",2167,"WJ017.50","17-Oct-11",13,28,14
"177",2171,"WJ018.60","16-May-11",9,28,14
"178",2173,"WJ017.80","9-Nov-10",11,28,14
"179",2207,"WJ016.00","27-Sep-10",16,32,13
"180",2208,"WJ017.80","29-Jun-10",20,28,13
"181",2213,"WJ017.80","30-Jul-07",22,32,13
"182",2214,"WJ018.90","24-Jul-07",18,32,13
"183",2228,"WJ017.80","13-Sep-17",18,33,12
"184",2230,"WJ017.00","18-Jul-17",18,32,12
"185",2253,"WJ017.80","22-May-13",12,28,12
"186",2258,"WJ019.00","1-Aug-12",20,30,12
"187",2272,"WJ018.20","14-Oct-09",10,30,12
"188",2283,"WJ018.00","5-Dec-07",-7,30,12
"189",2284,"WJ017.50","13-Nov-07",8,31,12
"190",2287,"WJ017.80","19-Jul-07",17,30,12
"191",2319,"WJ018.90","16-May-11",9,28,11
"192",2320,"WJ018.20","9-Nov-10",10,30,11
"193",2322,"WJ018.60","14-Oct-09",10,31,11
"194",2329,"WJ017.80","9-Mar-08",2,30,11
"195",2330,"WJ018.20","28-Aug-07",22,32,11
"196",2372,"WJ019.00","6-Oct-14",12,32,10
"197",2385,"WJ024.00","22-May-13",11,30,10
"198",2391,"WJ017.80","19-Feb-13",-2,30,10
"199",2399,"WJ018.20","1-Aug-12",21,30,10
"200",2408,"WJ024.00","16-May-11",10,28,10
"201",2411,"WJ018.60","9-Nov-10",10,30,10
"202",2412,"WJ018.00","25-Aug-10",19,30,10
"203",2413,"WJ018.60","14-Jul-10",22,30,10
"204",2415,"WJ018.20","29-Jun-10",19,28,10
"205",2425,"WJ019.00","15-Jun-09",15,29,10
"206",2428,"WJ017.80","29-Jul-08",22,30,10
"207",2432,"WJ024.00","28-Aug-07",21,32,10
"208",2435,"WJ019.00","30-Jul-07",22,30,10
"209",2442,"WJ019.00","24-Oct-06",11,28,10
"210",2459,"WJ016.00","30-Aug-16",15,32,9.1
"211",2480,"WJ018.00","1-Aug-12",21,30,9.1
"212",2484,"WJ018.00","21-Mar-11",3,28,9.1
"213",2485,"WJ017.80","25-Aug-10",19,30,9.1
"214",2486,"WJ017.80","2-Nov-09",12,30,9.1
"215",2487,"WJ017.50","14-Oct-09",10,31,9.1
"216",2503,"WJ016.00","12-Jul-06",19,30,9.1
"217",2512,"WJ018.00","26-Apr-06",6,32,9.1
"218",2513,"WJ024.00","26-Apr-06",6,32,9.1
"219",2519,"WJ022.00","29-Nov-05",5,30,9.1
"220",2526,"WJ018.00","16-Aug-05",19,30,9.1
"221",2529,"WJ018.00","7-Jul-05",16,27,9.1
"222",2530,"WJ021.00","7-Jul-05",16,30,9.1
"223",2546,"WJ016.00","13-Oct-04",12,31,9.1
"224",2550,"WJ018.00","15-Sep-04",16,31,9.1
"225",2639,"WJ021.00","13-Jun-02",14,31,9.1
"226",2640,"WJ022.00","13-Jun-02",13,30,9.1
"227",2648,"WJ018.00","16-May-02",11,23,9.1
"228",2753,"WJ016.00","27-Oct-99",7,32,9.1
"229",2867,"WJ019.00","12-Dec-96",2,28,9.1
"230",2886,"WJ024.00","29-Sep-96",15,32,9.1
"231",2892,"WJ018.00","25-Aug-96",19,30,9.1
"232",2902,"WJ017.00","7-Jul-96",15,31,9.1
"233",2903,"WJ018.00","7-Jul-96",15,32,9.1
"234",2909,"WJ021.00","15-May-96",9,31,9.1
"235",2922,"WJ017.00","19-Dec-95",0,32,9.1
"236",2928,"WJ019.00","13-Nov-95",6,29,9.1
"237",2929,"WJ018.00","24-Oct-95",12,25,9.1
"238",2942,"WJ016.00","27-Aug-95",17,32,9.1
"239",2950,"WJ018.00","23-Jul-95",21,31,9.1
"240",2953,"WJ021.00","19-Jul-95",16,30,9.1
"241",2981,"WJ019.00","28-Dec-94",1,32,9.1
"242",2982,"WJ017.00","19-Dec-94",2,32,9.1
"243",2983,"WJ018.00","19-Dec-94",1,32,9.1
"244",2986,"WJ017.00","29-Nov-94",2,32,9.1
"245",3011,"WJ018.00","26-Jul-94",24,30,9.1
"246",3032,"WJ018.00","27-Dec-93",-1,11,9.1
"247",3048,"WJ016.00","18-Aug-93",19,31,9.1
"248",3049,"WJ018.00","18-Aug-93",21,31,9.1
"249",3051,"WJ021.00","18-Aug-93",19,31,9.1
"250",3067,"WJ018.00","20-Apr-93",7,2,9.1
"251",3100,"WJ017.00","11-Sep-92",20,31,9.1
"252",3101,"WJ018.00","11-Sep-92",21,31,9.1
"253",3102,"WJ021.00","11-Sep-92",18,31,9.1
"254",3109,"WJ021.00","13-Jul-92",18,32,9.1
"255",3117,"WJ016.00","25-Jun-92",15,31,9.1
"256",3120,"WJ021.00","12-Jun-92",18,30,9.1
"257",3128,"WJ016.00","28-May-92",12,31,9.1
"258",3194,"WJ018.60","10-Jul-18",19,33,8
"259",3209,"WJ018.00","13-Sep-17",18,32,8
"260",3210,"WJ024.00","13-Sep-17",16,32,8
"261",3240,"WJ016.00","3-Dec-14",1,28,8
"262",3243,"WJ016.00","4-Nov-14",5,30,8
"263",3264,"WJ017.50","22-May-13",12,28,8
"264",3275,"WJ017.80","2-May-12",9,28,8
"265",3282,"WJ017.00","16-May-11",9,28,8
"266",3297,"WJ018.20","2-Nov-09",11,32,8
"267",3301,"WJ019.00","5-Oct-09",14,30,8
"268",3303,"WJ018.60","14-Sep-09",16,31,8
"269",3312,"WJ019.00","29-Jul-08",20,30,8
"270",3314,"WJ018.20","9-Mar-08",1,22,8
"271",3318,"WJ017.80","10-Oct-07",12,32,8
"272",3335,"WJ019.00","14-May-18",12,28,7.3
"273",3339,"WJ019.00","8-Nov-16",13,32,7.3
"274",3354,"WJ018.20","9-Sep-14",15,30,7.3
"275",3369,"WJ016.00","4-Dec-12",3,32,7.3
"276",3373,"WJ018.60","2-May-12",10,30,7.3
"277",3379,"WJ017.80","14-Oct-09",11,31,7.3
"278",3383,"WJ017.80","9-Dec-08",0,30,7.3
"279",3386,"WJ016.00","13-Nov-07",6,30,7.3
"280",3394,"WJ018.00","25-Jul-05",20,30,7.3
"281",3415,"WJ021.00","27-Sep-00",9,30,7.3
"282",3454,"WJ024.00","24-Nov-96",2,31,7.3
"283",3467,"WJ019.00","17-Jan-95",0,30,7.3
"284",3470,"WJ021.00","28-Dec-94",0,32,7.3
"285",3487,"WJ017.00","5-Nov-92",12,32,7.3
"286",3491,"WJ018.00","3-Jul-92",21,31,7.3
"287",3492,"WJ019.00","3-Jul-92",18,31,7.3
"288",3530,"WJ017.50","19-Sep-18",16,30,6
"289",3531,"WJ018.60","19-Sep-18",17,30,6
"290",3556,"WJ017.50","13-Sep-17",16,34,6
"291",3561,"WJ019.00","18-Jul-17",19,32,6
"292",3574,"WJ016.00","5-Dec-16",4,32,6
"293",3581,"WJ017.00","21-Sep-16",21,32,6
"294",3582,"WJ019.00","21-Sep-16",22,32,6
"295",3586,"WJ017.00","2-Aug-16",27,30,6
"296",3643,"WJ018.00","28-Aug-13",23,30,6
"297",3645,"WJ018.20","16-Jul-13",22,28,6
"298",3648,"WJ018.00","22-May-13",11,30,6
"299",3660,"WJ018.20","10-Sep-12",18,30,6
"300",3671,"WJ017.50","1-Aug-12",22,30,6
"301",3680,"WJ018.00","2-May-12",10,30,6
"302",3687,"WJ016.00","17-Oct-11",14,28,6
"303",3688,"WJ017.80","17-Oct-11",14,28,6
"304",3689,"WJ024.00","17-Oct-11",12,28,6
"305",3696,"WJ017.80","6-Sep-11",18,30,6
"306",3705,"WJ019.00","16-May-11",9,28,6
"307",3709,"WJ018.60","21-Mar-11",3,22,6
"308",3710,"WJ016.00","4-Jan-11",1,30,6
"309",3711,"WJ016.00","1-Dec-10",5,30,6
"310",3719,"WJ018.20","14-Jul-10",22,30,6
"311",3731,"WJ017.80","5-Oct-09",15,30,6
"312",3732,"WJ018.20","5-Oct-09",14,30,6
"313",3741,"WJ018.60","3-Aug-09",20,28,6
"314",3744,"WJ016.00","6-Jul-09",17,26,6
"315",3751,"WJ018.00","29-Jul-08",22,29,6
"316",3753,"WJ016.00","11-Feb-08",-1,30,6
"317",3756,"WJ018.20","5-Dec-07",-6,30,6
"318",3770,"WJ017.50","8-Jul-07",15,30,6
"319",3776,"WJ018.00","10-Jun-07",13,28,6
"320",3777,"WJ017.50","6-Jun-07",20,28,6
"321",3778,"WJ017.80","1-May-07",10,26,6
"322",3779,"WJ018.90","1-May-07",7,26,6
"323",3792,"WJ019.00","10-Jul-18",18,33,5.5
"324",3815,"WJ017.00","5-Aug-14",19,30,5.5
"325",3817,"WJ019.00","6-May-14",7,28,5.5
"326",3834,"WJ017.50","25-Aug-10",19,32,5.5
"327",3835,"WJ018.90","25-Aug-10",20,30,5.5
"328",3837,"WJ018.60","2-Nov-09",11,32,5.5
"329",3838,"WJ017.80","3-Aug-09",20,28,5.5
"330",3849,"WJ018.60","1-May-07",8,26,5.5
"331",3875,"WJ024.00","5-Jun-18",11,30,4
"332",3878,"WJ018.20","14-May-18",12,29,4
"333",3879,"WJ018.00","25-Apr-18",10,30,4
"334",3881,"WJ016.00","24-Jan-18",0,34,4
"335",3889,"WJ016.00","6-Nov-17",12,31,4
"336",3893,"WJ016.00","24-Oct-17",13,32,4
"337",3899,"WJ017.80","30-Aug-17",17,32,4
"338",3900,"WJ018.00","30-Aug-17",18,32,4
"339",3901,"WJ018.90","30-Aug-17",16,32,4
"340",3906,"WJ018.20","18-Jul-17",19,32,4
"341",3907,"WJ024.00","18-Jul-17",17,32,4
"342",3971,"WJ018.60","29-Dec-15",0,30,4
"343",3974,"WJ019.00","2-Sep-15",15,30,4
"344",3982,"WJ016.00","3-Aug-15",13,30,4
"345",3989,"WJ016.00","10-Jun-15",17,30,4
"346",3994,"WJ018.00","14-Apr-15",5,24,4
"347",3995,"WJ018.20","14-Apr-15",6,26,4
"348",3996,"WJ018.60","14-Apr-15",6,20,4
"349",4020,"WJ017.00","6-Oct-14",12,32,4
"350",4021,"WJ017.80","6-Oct-14",12,32,4
"351",4025,"WJ017.80","9-Sep-14",15,30,4
"352",4056,"WJ016.00","4-Nov-13",7,30,4
"353",4061,"WJ018.60","28-Aug-13",24,30,4
"354",4067,"WJ018.60","16-Jul-13",21,28,4
"355",4082,"WJ018.00","19-Feb-13",-3,29,4
"356",4106,"WJ017.80","10-Sep-12",17,30,4
"357",4122,"WJ017.80","1-Aug-12",22,30,4
"358",4134,"WJ016.00","5-Mar-12",2,30,4
"359",4135,"WJ017.00","5-Mar-12",2,30,4
"360",4136,"WJ017.50","5-Mar-12",5,30,4
"361",4137,"WJ017.80","5-Mar-12",4,30,4
"362",4138,"WJ018.20","5-Mar-12",3,30,4
"363",4144,"WJ017.00","17-Oct-11",13,28,4
"364",4157,"WJ018.20","15-Aug-11",19,30,4
"365",4161,"WJ017.50","5-Jul-11",20,28,4
"366",4172,"WJ017.80","21-Mar-11",3,28,4
"367",4195,"WJ018.60","7-Jul-10",21,30,4
"368",4216,"WJ017.00","5-Oct-09",15,31,4
"369",4217,"WJ018.60","5-Oct-09",15,30,4
"370",4220,"WJ018.00","14-Sep-09",17,31,4
"371",4221,"WJ018.20","14-Sep-09",15,31,4
"372",4222,"WJ018.90","14-Sep-09",16,31,4
"373",4223,"WJ019.00","14-Sep-09",17,31,4
"374",4229,"WJ016.00","3-Aug-09",18,28,4
"375",4230,"WJ017.00","3-Aug-09",19,28,4
"376",4234,"WJ016.00","15-Jun-09",15,28,4
"377",4241,"WJ019.00","9-Dec-08",-2,30,4
"378",4260,"WJ017.80","13-Nov-07",5,30,4
"379",4261,"WJ018.20","13-Nov-07",5,30,4
"380",4263,"WJ017.00","30-Oct-07",10,30,4
"381",4265,"WJ019.00","10-Oct-07",10,32,4
"382",4268,"WJ018.20","11-Sep-07",14,32,4
"383",4270,"WJ017.50","28-Aug-07",19,32,4
"384",4276,"WJ018.00","30-Jul-07",24,30,4
"385",4278,"WJ018.20","24-Jul-07",18,30,4
"386",4338,"WJ017.00","5-Nov-12",10,32,3.6
"387",4349,"WJ017.50","5-Apr-10",10,26,3.6
"388",4359,"WJ017.80","11-Sep-07",15,30,3.6
"389",4360,"WJ018.00","11-Sep-07",15,31,3.6
"390",4362,"WJ018.60","28-Aug-07",23,32,3.6
"391",4389,"WJ018.00","10-May-06",10,28,3.6
"392",4407,"WJ019.00","29-Nov-05",5,28,3.6
"393",4433,"WJ016.00","16-Aug-05",19,30,3.6
"394",4442,"WJ016.00","25-Jul-05",22,30,3.6
"395",4447,"WJ016.00","7-Jul-05",16,28,3.6
"396",4448,"WJ024.00","7-Jul-05",16,27,3.6
"397",4489,"WJ018.00","13-Oct-04",12,30,3.6
"398",4497,"WJ019.00","15-Sep-04",16,31,3.6
"399",4573,"WJ018.00","8-Oct-03",12,30,3.6
"400",4579,"WJ018.00","10-Sep-03",15,32,3.6
"401",4591,"WJ016.00","6-Aug-03",17,31,3.6
"402",4601,"WJ024.00","23-Jul-03",19,30,3.6
"403",4609,"WJ016.00","25-Jun-03",19,30,3.6
"404",4610,"WJ018.00","25-Jun-03",19,31,3.6
"405",4611,"WJ019.00","25-Jun-03",19,31,3.6
"406",4676,"WJ018.00","27-Jun-02",19,30,3.6
"407",4700,"WJ022.00","16-May-02",10,29,3.6
"408",4754,"WJ018.00","12-Sep-01",15,31,3.6
"409",4755,"WJ019.00","12-Sep-01",15,31,3.6
"410",4787,"WJ019.00","28-Jun-01",20,30,3.6
"411",4853,"WJ019.00","23-Aug-00",14,30,3.6
"412",4866,"WJ018.00","26-Jul-00",26,29,3.6
"413",4867,"WJ024.00","26-Jul-00",22,29,3.6
"414",4873,"WJ024.00","12-Jul-00",21,31,3.6
"415",4879,"WJ016.00","28-Jun-00",21,30,3.6
"416",4880,"WJ019.00","28-Jun-00",23,30,3.6
"417",4928,"WJ021.00","27-Oct-99",7,31,3.6
"418",4946,"WJ024.00","16-Sep-99",15,30,3.6
"419",4957,"WJ019.00","12-Aug-99",16,32,3.6
"420",5227,"WJ018.00","9-Feb-97",-2,32,3.6
"421",5228,"WJ019.00","9-Feb-97",-2,32,3.6
"422",5239,"WJ018.00","5-Jan-97",-1,30,3.6
"423",5244,"WJ018.00","12-Dec-96",3,25,3.6
"424",5265,"WJ017.00","29-Oct-96",9,31,3.6
"425",5266,"WJ018.00","29-Oct-96",9,30,3.6
"426",5271,"WJ019.00","7-Oct-96",11,32,3.6
"427",5308,"WJ021.00","7-Jul-96",15,32,3.6
"428",5309,"WJ018.00","23-Jun-96",17,31,3.6
"429",5310,"WJ019.00","23-Jun-96",19,31,3.6
"430",5311,"WJ022.00","23-Jun-96",17,31,3.6
"431",5320,"WJ018.00","27-May-96",14,31,3.6
"432",5321,"WJ021.00","19-May-96",11,31,3.6
"433",5331,"WJ018.00","22-Apr-96",7,30,3.6
"434",5332,"WJ022.00","22-Apr-96",7,30,3.6
"435",5338,"WJ018.00","18-Mar-96",1,32,3.6
"436",5339,"WJ019.00","27-Feb-96",0,10,3.6
"437",5340,"WJ018.00","12-Feb-96",0,10,3.6
"438",5342,"WJ018.00","31-Jan-96",0,5,3.6
"439",5343,"WJ019.00","31-Jan-96",-3,25,3.6
"440",5348,"WJ019.00","11-Dec-95",-2,34,3.6
"441",5383,"WJ018.00","27-Aug-95",18,32,3.6
"442",5384,"WJ019.00","27-Aug-95",17,32,3.6
"443",5401,"WJ016.00","19-Jul-95",15,30,3.6
"444",5417,"WJ016.00","18-Jun-95",16,31,3.6
"445",5418,"WJ021.00","18-Jun-95",17,31,3.6
"446",5455,"WJ019.00","29-Nov-94",2,31,3.6
"447",5474,"WJ018.00","19-Sep-94",15,32,3.6
"448",5486,"WJ019.00","19-Aug-94",18,31,3.6
"449",5488,"WJ016.00","16-Aug-94",16,32,3.6
"450",5489,"WJ017.00","16-Aug-94",17,32,3.6
"451",5506,"WJ017.00","26-Jul-94",22,32,3.6
"452",5507,"WJ019.00","26-Jul-94",21,31,3.6
"453",5534,"WJ016.00","27-Jun-94",18,32,3.6
"454",5547,"WJ018.00","3-Jun-94",18,28,3.6
"455",5551,"WJ016.00","22-May-94",11,31,3.6
"456",5552,"WJ018.00","22-May-94",11,31,3.6
"457",5583,"WJ024.00","28-Mar-94",2,31,3.6
"458",5613,"WJ018.00","21-Nov-93",6,31,3.6
"459",5614,"WJ024.00","21-Nov-93",6,32,3.6
"460",5625,"WJ019.00","3-Oct-93",13,31,3.6
"461",5658,"WJ017.00","18-Aug-93",20,31,3.6
"462",5659,"WJ019.00","18-Aug-93",19,31,3.6
"463",5694,"WJ018.00","16-Jun-93",24,31,3.6
"464",5737,"WJ017.00","21-Mar-93",2,26,3.6
"465",5738,"WJ018.00","21-Mar-93",2,24,3.6
"466",5769,"WJ016.00","30-Sep-92",15,32,3.6
"467",5790,"WJ016.00","11-Sep-92",19,30,3.6
"468",5791,"WJ019.00","11-Sep-92",21,31,3.6
"469",5800,"WJ016.00","7-Aug-92",17,29,3.6
"470",5801,"WJ021.00","7-Aug-92",19,30,3.6
"471",5804,"WJ017.00","13-Jul-92",19,32,3.6
"472",5805,"WJ019.00","13-Jul-92",19,32,3.6
"473",5835,"WJ018.00","9-Jun-92",16,30,3.6
"474",5843,"WJ018.00","5-Jun-92",14,31,3.6
"475",5844,"WJ019.00","5-Jun-92",14,31,3.6
"476",5845,"WJ021.00","5-Jun-92",14,31,3.6
"477",5857,"WJ019.00","15-May-92",11,29,3.6
"478",5858,"WJ019.00","4-May-92",10,30,3.6
"479",5873,"WJ016.00","28-Jan-92",0,32,3.6
"480",5884,"WJ016.00","29-Aug-91",20,31,3.6
"481",5887,"WJ021.00","1-Aug-91",23,33,3.6
"482",5896,"WJ017.00","15-Jul-91",18,32,3.6
"483",5969,"WJ019.00","25-Apr-90",10,35,3.6
"484",6000,"WJ021.00","22-Aug-02",16,32,3
"485",6015,"WJ018.00","27-Oct-99",7,31,3
"486",6039,"WJ016.00","14-May-95",9,31,3
"487",6041,"WJ019.00","20-Mar-95",4,30,3
"488",6054,"WJ024.00","20-Apr-93",9,26,3
"489",6099,"WJ016.00","2-Aug-06",24,29,2.9
"490",6100,"WJ024.00","2-Aug-06",27,29,2.9
"491",6162,"WJ016.00","10-May-06",10,30,2.9
"492",6163,"WJ019.00","10-May-06",10,30,2.9
"493",6177,"WJ016.00","26-Apr-06",6,32,2.9
"494",6216,"WJ018.00","28-Mar-06",5,31,2.9
"495",6217,"WJ019.00","28-Mar-06",5,28,2.9
"496",6218,"WJ024.00","28-Mar-06",6,32,2.9
"497",6225,"WJ016.00","8-Mar-06",4,32,2.9
"498",6265,"WJ021.00","29-Nov-05",5,30,2.9
"499",6266,"WJ024.00","29-Nov-05",5,30,2.9
"500",6297,"WJ016.00","3-Oct-05",14,30,2.9
"501",6298,"WJ018.00","3-Oct-05",15,31,2.9
"502",6299,"WJ019.00","3-Oct-05",15,30,2.9
"503",6300,"WJ021.00","3-Oct-05",15,30,2.9
"504",6301,"WJ022.00","3-Oct-05",14,30,2.9
"505",6303,"WJ024.00","3-Oct-05",15,30,2.9
